  Lines           Copies        Function name
        9 (0.0%)      1 (0.0%)  <std::collections::hash::map::ValuesMut<K,V> as core::iter::traits::iterator::Iterator>::next
        9 (0.0%)      1 (0.0%)  alloc::rc::RcBoxPtr::dec_strong
        9 (0.0%)      1 (0.0%)  alloc::rc::RcBoxPtr::dec_weak
        9 (0.0%)      1 (0.0%)  core::char::convert::from_u32_unchecked
        9 (0.0%)      1 (0.0%)  core::core_arch::x86::sse2::_mm_loadu_si128
        9 (0.0%)      1 (0.0%)  core::hash::impls::<impl core::hash::Hash for str>::hash
        9 (0.0%)      1 (0.0%)  core::num::<impl usize>::checked_next_power_of_two
        9 (0.0%)      1 (0.0%)  core::str::pattern::TwoWaySearcher::byteset_contains
        9 (0.0%)      1 (0.0%)  core::str::traits::<impl core::slice::SliceIndex<str> for core::ops::range::RangeTo<usize>>::index::{{closure}}
        9 (0.0%)      1 (0.0%)  crossbeam_utils::atomic::atomic_cell::AtomicCell<T>::compare_exchange
        9 (0.0%)      1 (0.0%)  hashbrown::map::HashMap<K,V,S>::remove_entry::{{closure}}
        9 (0.0%)      1 (0.0%)  indexmap::Bucket<K,V>::key
        9 (0.0%)      1 (0.0%)  rand_pcg::pcg128::output_xsl_rr
        9 (0.0%)      1 (0.0%)  rustc_hash::FxHasher::add_to_hash
        9 (0.0%)      1 (0.0%)  salsa::runtime::Runtime::current_revision
        8 (0.0%)      2 (0.0%)  <alloc::boxed::Box<T> as core::fmt::Debug>::fmt
        8 (0.0%)      2 (0.0%)  <std::collections::hash::set::Iter<K> as core::iter::traits::iterator::Iterator>::next
        8 (0.0%)      2 (0.0%)  core::option::Option<T>::is_none
        8 (0.0%)      2 (0.0%)  indexmap::map::ShortHash<Sz>::into_hash
        8 (0.0%)      2 (0.0%)  std::collections::hash::set::HashSet<T,S>::len
        8 (0.0%)      1 (0.0%)  <T as ra_db::CheckCanceled>::check_canceled
        8 (0.0%)      1 (0.0%)  <core::str::Split<P> as core::iter::traits::iterator::Iterator>::next
        8 (0.0%)      1 (0.0%)  <core::str::pattern::StrSearcher as core::str::pattern::Searcher>::haystack
        8 (0.0%)      1 (0.0%)  <log::Level as core::cmp::PartialOrd<log::LevelFilter>>::le
        8 (0.0%)      1 (0.0%)  <rand_pcg::pcg128::Mcg128Xsl64 as rand_core::RngCore>::next_u64
        8 (0.0%)      1 (0.0%)  <std::collections::hash::map::IterMut<K,V> as core::iter::traits::iterator::Iterator>::next
        8 (0.0%)      1 (0.0%)  alloc::string::String::push_str
        8 (0.0%)      1 (0.0%)  chalk_ir::debug::<impl chalk_ir::TraitRef<I>>::with_colon
        8 (0.0%)      1 (0.0%)  core::hash::impls::<impl core::hash::Hash for bool>::hash
        8 (0.0%)      1 (0.0%)  core::sync::atomic::AtomicPtr<T>::load
        8 (0.0%)      1 (0.0%)  core::sync::atomic::AtomicPtr<T>::new
        8 (0.0%)      1 (0.0%)  core::sync::atomic::AtomicUsize::new
        8 (0.0%)      1 (0.0%)  crossbeam_utils::atomic::atomic_cell::lock
        8 (0.0%)      1 (0.0%)  hashbrown::raw::sse2::Group::match_full
        8 (0.0%)      1 (0.0%)  parking_lot::raw_rwlock::RawRwLock::deadlock_acquire
        8 (0.0%)      1 (0.0%)  parking_lot::raw_rwlock::RawRwLock::deadlock_release
        8 (0.0%)      1 (0.0%)  rowan::api::SyntaxToken<L>::text_range
        8 (0.0%)      1 (0.0%)  smol_str::SmolStr::as_str
        7 (0.0%)      7 (0.0%)  <core::marker::PhantomData<T> as core::cmp::PartialEq>::eq
        7 (0.0%)      1 (0.0%)  <alloc::string::String as core::convert::AsRef<str>>::as_ref
        7 (0.0%)      1 (0.0%)  <alloc::string::String as core::fmt::Debug>::fmt
        7 (0.0%)      1 (0.0%)  <alloc::string::String as core::fmt::Display>::fmt
        7 (0.0%)      1 (0.0%)  <alloc::string::String as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <alloc::sync::Arc<[T]> as alloc::sync::ArcFromSlice<T>>::from_slice
        7 (0.0%)      1 (0.0%)  <alloc::sync::Arc<[T]> as core::convert::From<&[T]>>::from
        7 (0.0%)      1 (0.0%)  <chalk_ir::AliasEq<I> as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <chalk_ir::ApplicationTy<I> as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <chalk_ir::BoundVar as core::clone::Clone>::clone
        7 (0.0%)      1 (0.0%)  <chalk_ir::BoundVar as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <chalk_ir::ConstData<I> as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <chalk_ir::DynTy<I> as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <chalk_ir::EqGoal<I> as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <chalk_ir::Fn<I> as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <chalk_ir::LifetimeOutlives<I> as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <chalk_ir::Normalize<I> as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <chalk_ir::OpaqueTy<I> as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <chalk_ir::PlaceholderIndex as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <chalk_ir::ProjectionTy<I> as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <chalk_ir::TraitRef<I> as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <core::iter::adapters::Rev<I> as core::iter::traits::iterator::Iterator>::next
        7 (0.0%)      1 (0.0%)  <core::str::Chars as core::iter::traits::iterator::Iterator>::next
        7 (0.0%)      1 (0.0%)  <ra_hir_def::DefWithBodyId as core::clone::Clone>::clone
        7 (0.0%)      1 (0.0%)  <ra_hir_def::EnumVariantId as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <ra_hir_def::FieldId as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <ra_hir_def::ModuleId as core::clone::Clone>::clone
        7 (0.0%)      1 (0.0%)  <ra_hir_def::ModuleId as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <ra_hir_def::TypeParamId as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <ra_hir_def::builtin_type::BuiltinInt as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <ra_hir_def::lang_item::LangItemTarget as core::clone::Clone>::clone
        7 (0.0%)      1 (0.0%)  <ra_hir_expand::MacroCallId as core::clone::Clone>::clone
        7 (0.0%)      1 (0.0%)  <ra_hir_expand::MacroFile as core::clone::Clone>::clone
        7 (0.0%)      1 (0.0%)  <ra_hir_expand::proc_macro::ProcMacroExpander as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <ra_hir_ty::ApplicationTy as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <ra_hir_ty::Canonical<T> as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <ra_hir_ty::OpaqueTy as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <ra_hir_ty::OpaqueTyId as core::clone::Clone>::clone
        7 (0.0%)      1 (0.0%)  <ra_hir_ty::ProjectionTy as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <ra_hir_ty::TraitRef as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <ra_hir_ty::infer::InferTy as core::clone::Clone>::clone
        7 (0.0%)      1 (0.0%)  <ra_hir_ty::primitive::IntTy as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <ra_hir_ty::traits::InEnvironment<T> as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <ra_hir_ty::traits::ProjectionPredicate as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <ra_hir_ty::traits::UnsizeToSuperTraitObjectData as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <ra_syntax::ptr::SyntaxNodePtr as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <ra_tt::Delimiter as core::clone::Clone>::clone
        7 (0.0%)      1 (0.0%)  <ra_tt::Delimiter as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <ra_tt::Ident as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <ra_tt::Literal as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <ra_tt::Subtree as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <smol_str::SmolStr as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  <text_size::range::TextRange as core::hash::Hash>::hash
        7 (0.0%)      1 (0.0%)  alloc::str::<impl core::borrow::Borrow<str> for alloc::string::String>::borrow
        7 (0.0%)      1 (0.0%)  alloc::string::String::as_str
        7 (0.0%)      1 (0.0%)  core::iter::traits::iterator::Iterator::copied
        7 (0.0%)      1 (0.0%)  core::iter::traits::iterator::Iterator::rev
        7 (0.0%)      1 (0.0%)  core::slice::<impl [T]>::get_unchecked_mut
        7 (0.0%)      1 (0.0%)  core::str::<impl core::convert::AsRef<[u8]> for str>::as_ref
        7 (0.0%)      1 (0.0%)  core::str::<impl str>::get_unchecked
        7 (0.0%)      1 (0.0%)  core::str::<impl str>::len
        7 (0.0%)      1 (0.0%)  crossbeam_utils::atomic::seq_lock::SeqLock::validate_read
        7 (0.0%)      1 (0.0%)  hashbrown::raw::sse2::Group::store_aligned
        7 (0.0%)      1 (0.0%)  indexmap::util::enumerate
        7 (0.0%)      1 (0.0%)  rowan::api::SyntaxNode<L>::text_range
        7 (0.0%)      1 (0.0%)  salsa::runtime::Runtime::pending_revision
        7 (0.0%)      1 (0.0%)  smol_str::SmolStr::to_string
        7 (0.0%)      1 (0.0%)  thin_dst::polyfill::slice_from_raw_parts::make_slice
        6 (0.0%)      2 (0.0%)  <alloc::vec::Vec<T> as core::default::Default>::default
        6 (0.0%)      2 (0.0%)  <core::str::Bytes as core::iter::traits::iterator::Iterator>::all
        6 (0.0%)      2 (0.0%)  <ra_hir_def::item_tree::IdRange<T> as core::cmp::PartialEq>::eq
        6 (0.0%)      2 (0.0%)  <ra_hir_expand::ast_id_map::FileAstId<N> as core::hash::Hash>::hash
        6 (0.0%)      2 (0.0%)  core::cmp::Ord::max
        6 (0.0%)      2 (0.0%)  core::cmp::Ord::min
        6 (0.0%)      2 (0.0%)  core::cmp::max
        6 (0.0%)      2 (0.0%)  core::cmp::min
        6 (0.0%)      2 (0.0%)  core::iter::adapters::copy_try_fold
        6 (0.0%)      2 (0.0%)  core::iter::traits::iterator::Iterator::take_while
        6 (0.0%)      2 (0.0%)  ra_ssr::parsing::parse_constraint::{{closure}}
        6 (0.0%)      1 (0.0%)  <T as core::convert::TryFrom<U>>::try_from
        6 (0.0%)      1 (0.0%)  <alloc::rc::Rc<T> as core::clone::Clone>::clone
        6 (0.0%)      1 (0.0%)  <alloc::vec::SetLenOnDrop as core::ops::drop::Drop>::drop
        6 (0.0%)      1 (0.0%)  <chalk_ir::AssocTypeId<I> as core::clone::Clone>::clone
        6 (0.0%)      1 (0.0%)  <rowan::api::SyntaxNode<L> as core::convert::From<rowan::cursor::SyntaxNode>>::from
        6 (0.0%)      1 (0.0%)  <rowan::api::SyntaxNodeChildren<L> as core::iter::traits::iterator::Iterator>::next
        6 (0.0%)      1 (0.0%)  <rowan::cursor::SyntaxNode as core::clone::Clone>::clone
        6 (0.0%)      1 (0.0%)  <rowan::green::node::GreenNode as core::clone::Clone>::clone
        6 (0.0%)      1 (0.0%)  alloc::rc::Rc<T>::from_inner
        6 (0.0%)      1 (0.0%)  alloc::rc::RcBoxPtr::strong
        6 (0.0%)      1 (0.0%)  alloc::rc::RcBoxPtr::weak
        6 (0.0%)      1 (0.0%)  alloc::vec::SetLenOnDrop::increment_len
        6 (0.0%)      1 (0.0%)  core::alloc::layout::Layout::dangling
        6 (0.0%)      1 (0.0%)  core::cmp::impls::<impl core::cmp::PartialOrd for u32>::partial_cmp
        6 (0.0%)      1 (0.0%)  core::cmp::impls::<impl core::cmp::PartialOrd for u8>::partial_cmp
        6 (0.0%)      1 (0.0%)  core::cmp::impls::<impl core::cmp::PartialOrd for usize>::partial_cmp
        6 (0.0%)      1 (0.0%)  core::core_arch::x86::sse2::_mm_or_si128
        6 (0.0%)      1 (0.0%)  core::hash::impls::<impl core::hash::Hash for char>::hash
        6 (0.0%)      1 (0.0%)  core::iter::adapters::Peekable<I>::peek::{{closure}}
        6 (0.0%)      1 (0.0%)  core::iter::adapters::map_try_fold
        6 (0.0%)      1 (0.0%)  core::str::utf8_first_byte
        6 (0.0%)      1 (0.0%)  core::sync::atomic::AtomicU16::load
        6 (0.0%)      1 (0.0%)  core::sync::atomic::AtomicU32::load
        6 (0.0%)      1 (0.0%)  core::sync::atomic::AtomicU64::load
        6 (0.0%)      1 (0.0%)  core::sync::atomic::AtomicU8::load
        6 (0.0%)      1 (0.0%)  core::sync::atomic::AtomicUsize::fetch_add
        6 (0.0%)      1 (0.0%)  core::sync::atomic::AtomicUsize::fetch_sub
        6 (0.0%)      1 (0.0%)  core::sync::atomic::AtomicUsize::load
        6 (0.0%)      1 (0.0%)  core::sync::atomic::AtomicUsize::store
        6 (0.0%)      1 (0.0%)  core::sync::atomic::AtomicUsize::swap
        6 (0.0%)      1 (0.0%)  crossbeam_utils::atomic::atomic_cell::AtomicCell<T>::new
        6 (0.0%)      1 (0.0%)  crossbeam_utils::backoff::Backoff::new
        6 (0.0%)      1 (0.0%)  hashbrown::map::HashMap<K,V,S>::remove::{{closure}}
        6 (0.0%)      1 (0.0%)  hashbrown::raw::bitmask::BitMask::remove_lowest_bit
        6 (0.0%)      1 (0.0%)  hashbrown::raw::sse2::Group::match_empty
        6 (0.0%)      1 (0.0%)  indexmap::map::probe_distance
        6 (0.0%)      1 (0.0%)  rowan::api::SyntaxToken<L>::kind
        6 (0.0%)      1 (0.0%)  rowan::utility_types::NodeOrToken::Node
        6 (0.0%)      1 (0.0%)  thin_dst::ThinArc<Head,SliceItem>::from_erased
        5 (0.0%)      3 (0.0%)  <std::collections::hash::map::Keys<K,V> as core::iter::traits::iterator::Iterator>::next::{{closure}}
        5 (0.0%)      1 (0.0%)  <chalk_ir::ConcreteConst<I> as core::cmp::PartialEq>::eq
        5 (0.0%)      1 (0.0%)  <chalk_ir::GenericArg<I> as core::cmp::PartialEq>::eq
        5 (0.0%)      1 (0.0%)  <chalk_ir::Goals<I> as core::cmp::PartialEq>::eq
        5 (0.0%)      1 (0.0%)  <chalk_ir::Lifetime<I> as core::cmp::PartialEq>::eq
        5 (0.0%)      1 (0.0%)  <chalk_ir::ProgramClause<I> as core::cmp::PartialEq>::eq
        5 (0.0%)      1 (0.0%)  <chalk_ir::ProgramClauseData<I> as core::cmp::PartialEq>::eq
        5 (0.0%)      1 (0.0%)  <chalk_ir::QuantifiedWhereClauses<I> as core::cmp::PartialEq>::eq
        5 (0.0%)      1 (0.0%)  <chalk_ir::Substitution<I> as core::cmp::PartialEq>::eq
        5 (0.0%)      1 (0.0%)  <chalk_ir::Ty<I> as core::cmp::PartialEq>::eq
        5 (0.0%)      1 (0.0%)  <chalk_ir::VariableKinds<I> as core::cmp::PartialEq>::eq
        5 (0.0%)      1 (0.0%)  <chalk_solve::rust_ir::TraitDatumBound<I> as core::cmp::PartialEq>::eq
        5 (0.0%)      1 (0.0%)  <core::ptr::non_null::NonNull<T> as core::convert::From<core::ptr::unique::Unique<T>>>::from
        5 (0.0%)      1 (0.0%)  <indexmap::set::Iter<T> as core::iter::traits::iterator::Iterator>::next
        5 (0.0%)      1 (0.0%)  <ra_hir_def::item_tree::GenericParamsStorage as core::cmp::PartialEq>::eq
        5 (0.0%)      1 (0.0%)  <ra_hir_def::item_tree::ItemVisibilities as core::cmp::PartialEq>::eq
        5 (0.0%)      1 (0.0%)  <ra_hir_def::lang_item::LangItems as core::cmp::PartialEq>::eq
        5 (0.0%)      1 (0.0%)  <ra_hir_expand::HirFileId as core::cmp::PartialEq>::eq
        5 (0.0%)      1 (0.0%)  <ra_hir_expand::ast_id_map::AstIdMap as core::cmp::PartialEq>::eq
        5 (0.0%)      1 (0.0%)  <ra_hir_expand::name::Name as core::cmp::PartialEq>::eq
        5 (0.0%)      1 (0.0%)  <ra_hir_ty::ReturnTypeImplTrait as core::cmp::PartialEq>::eq
        5 (0.0%)      1 (0.0%)  <ra_hir_ty::ReturnTypeImplTraits as core::cmp::PartialEq>::eq
        5 (0.0%)      1 (0.0%)  <ra_hir_ty::method_resolution::InherentImpls as core::cmp::PartialEq>::eq
        5 (0.0%)      1 (0.0%)  <ra_hir_ty::method_resolution::TraitImpls as core::cmp::PartialEq>::eq
        5 (0.0%)      1 (0.0%)  <ra_hir_ty::traits::SolutionVariables as core::cmp::PartialEq>::eq
        5 (0.0%)      1 (0.0%)  <ra_hir_ty::traits::TraitEnvironment as core::cmp::PartialEq>::eq
        5 (0.0%)      1 (0.0%)  <ra_mbe::syntax_bridge::TokenMap as core::cmp::PartialEq>::eq
        5 (0.0%)      1 (0.0%)  <ra_ssr::matching::Var as core::cmp::PartialEq>::eq
        5 (0.0%)      1 (0.0%)  <usize as core::ops::arith::AddAssign>::add_assign
        5 (0.0%)      1 (0.0%)  <usize as core::slice::SliceIndex<[T]>>::get_unchecked
        5 (0.0%)      1 (0.0%)  chalk_ir::debug::<impl chalk_ir::VariableKinds<I>>::debug
        5 (0.0%)      1 (0.0%)  core::alloc::layout::Layout::align
        5 (0.0%)      1 (0.0%)  core::char::methods::<impl char>::len_utf8
        5 (0.0%)      1 (0.0%)  core::core_arch::simd::i64x2::new
        5 (0.0%)      1 (0.0%)  core::str::utf8_acc_cont_byte
        5 (0.0%)      1 (0.0%)  crossbeam_utils::atomic::atomic_cell::AtomicCell<T>::load
        5 (0.0%)      1 (0.0%)  hashbrown::raw::Bucket<T>::read
        5 (0.0%)      1 (0.0%)  hashbrown::raw::bitmask::BitMask::invert
        5 (0.0%)      1 (0.0%)  hashbrown::raw::bitmask::BitMask::leading_zeros
        5 (0.0%)      1 (0.0%)  hashbrown::raw::bitmask::BitMask::trailing_zeros
        5 (0.0%)      1 (0.0%)  ra_ssr::replacing::matches_to_edit
        5 (0.0%)      1 (0.0%)  rowan::api::SyntaxNode<L>::kind
        5 (0.0%)      1 (0.0%)  std::thread::local::lazy::LazyKeyInner<T>::get
        5 (0.0%)      1 (0.0%)  std::thread::local::lazy::LazyKeyInner<T>::take
        4 (0.0%)      2 (0.0%)  <ra_hir_expand::ast_id_map::FileAstId<N> as core::clone::Clone>::clone
        4 (0.0%)      2 (0.0%)  core::slice::<impl [T]>::as_mut_ptr
        4 (0.0%)      1 (0.0%)  <&mut W as core::fmt::Write>::write_char
        4 (0.0%)      1 (0.0%)  <&mut W as core::fmt::Write>::write_str
        4 (0.0%)      1 (0.0%)  <alloc::boxed::Box<T> as core::hash::Hash>::hash
        4 (0.0%)      1 (0.0%)  <chalk_ir::ConcreteConst<I> as core::hash::Hash>::hash
        4 (0.0%)      1 (0.0%)  <chalk_ir::DebruijnIndex as core::cmp::PartialEq>::eq
        4 (0.0%)      1 (0.0%)  <chalk_ir::GenericArg<I> as core::hash::Hash>::hash
        4 (0.0%)      1 (0.0%)  <chalk_ir::Goals<I> as core::hash::Hash>::hash
        4 (0.0%)      1 (0.0%)  <chalk_ir::InferenceVar as core::cmp::PartialEq>::eq
        4 (0.0%)      1 (0.0%)  <chalk_ir::Lifetime<I> as core::hash::Hash>::hash
        4 (0.0%)      1 (0.0%)  <chalk_ir::ProgramClause<I> as core::hash::Hash>::hash
        4 (0.0%)      1 (0.0%)  <chalk_ir::ProgramClauseData<I> as core::hash::Hash>::hash
        4 (0.0%)      1 (0.0%)  <chalk_ir::QuantifiedWhereClauses<I> as core::hash::Hash>::hash
        4 (0.0%)      1 (0.0%)  <chalk_ir::Substitution<I> as core::hash::Hash>::hash
        4 (0.0%)      1 (0.0%)  <chalk_ir::Ty<I> as core::hash::Hash>::hash
        4 (0.0%)      1 (0.0%)  <chalk_ir::UniverseIndex as core::cmp::PartialEq>::eq
        4 (0.0%)      1 (0.0%)  <chalk_ir::VariableKinds<I> as core::hash::Hash>::hash
        4 (0.0%)      1 (0.0%)  <core::hash::BuildHasherDefault<H> as core::default::Default>::default
        4 (0.0%)      1 (0.0%)  <core::iter::adapters::Map<I,F> as core::iter::traits::iterator::Iterator>::size_hint
        4 (0.0%)      1 (0.0%)  <core::num::NonZeroU32 as core::cmp::PartialEq>::eq
        4 (0.0%)      1 (0.0%)  <core::num::NonZeroUsize as core::cmp::PartialEq>::eq
        4 (0.0%)      1 (0.0%)  <core::result::Result<T,E> as core::ops::try::Try>::from_ok
        4 (0.0%)      1 (0.0%)  <hashbrown::raw::bitmask::BitMask as core::iter::traits::collect::IntoIterator>::into_iter
        4 (0.0%)      1 (0.0%)  <i32 as core::iter::range::Step>::forward_unchecked
        4 (0.0%)      1 (0.0%)  <ra_arena::RawId as core::cmp::PartialEq>::eq
        4 (0.0%)      1 (0.0%)  <ra_db::FileRange as core::clone::Clone>::clone
        4 (0.0%)      1 (0.0%)  <ra_db::input::CrateId as core::cmp::PartialEq>::eq
        4 (0.0%)      1 (0.0%)  <ra_db::input::ProcMacroId as core::cmp::PartialEq>::eq
        4 (0.0%)      1 (0.0%)  <ra_db::input::SourceRootId as core::cmp::PartialEq>::eq
        4 (0.0%)      1 (0.0%)  <ra_hir_def::AttrDefId as core::clone::Clone>::clone
        4 (0.0%)      1 (0.0%)  <ra_hir_def::GenericDefId as core::clone::Clone>::clone
        4 (0.0%)      1 (0.0%)  <ra_hir_def::TypeParamId as core::clone::Clone>::clone
        4 (0.0%)      1 (0.0%)  <ra_hir_def::VariantId as core::clone::Clone>::clone
        4 (0.0%)      1 (0.0%)  <ra_hir_def::item_tree::GenericParamsId as core::cmp::PartialEq>::eq
        4 (0.0%)      1 (0.0%)  <ra_hir_def::item_tree::RawVisibilityId as core::cmp::PartialEq>::eq
        4 (0.0%)      1 (0.0%)  <ra_hir_expand::HirFileId as core::clone::Clone>::clone
        4 (0.0%)      1 (0.0%)  <ra_hir_expand::HirFileId as core::hash::Hash>::hash
        4 (0.0%)      1 (0.0%)  <ra_hir_expand::MacroDefId as core::clone::Clone>::clone
        4 (0.0%)      1 (0.0%)  <ra_hir_expand::name::Name as core::hash::Hash>::hash
        4 (0.0%)      1 (0.0%)  <ra_hir_ty::TypeCtor as core::clone::Clone>::clone
        4 (0.0%)      1 (0.0%)  <ra_hir_ty::infer::unify::TypeVarId as core::cmp::PartialEq>::eq
        4 (0.0%)      1 (0.0%)  <ra_hir_ty::lower::CallableDef as core::clone::Clone>::clone
        4 (0.0%)      1 (0.0%)  <ra_hir_ty::lower::TyDefId as core::clone::Clone>::clone
        4 (0.0%)      1 (0.0%)  <ra_hir_ty::lower::ValueTyDefId as core::clone::Clone>::clone
        4 (0.0%)      1 (0.0%)  <ra_hir_ty::traits::ClosureFnTraitImplData as core::clone::Clone>::clone
        4 (0.0%)      1 (0.0%)  <ra_hir_ty::traits::Impl as core::clone::Clone>::clone
        4 (0.0%)      1 (0.0%)  <ra_hir_ty::traits::TraitEnvironment as core::hash::Hash>::hash
        4 (0.0%)      1 (0.0%)  <ra_mbe::Shift as core::cmp::PartialEq>::eq
        4 (0.0%)      1 (0.0%)  <ra_ssr::matching::Var as core::hash::Hash>::hash
        4 (0.0%)      1 (0.0%)  <ra_tt::Punct as core::clone::Clone>::clone
        4 (0.0%)      1 (0.0%)  <ra_tt::TokenId as core::cmp::PartialEq>::eq
        4 (0.0%)      1 (0.0%)  <rowan::api::SyntaxToken<L> as core::fmt::Display>::fmt
        4 (0.0%)      1 (0.0%)  <rowan::green::SyntaxKind as core::cmp::PartialEq>::eq
        4 (0.0%)      1 (0.0%)  <rustc_hash::FxHasher as core::hash::Hasher>::write_u16
        4 (0.0%)      1 (0.0%)  <rustc_hash::FxHasher as core::hash::Hasher>::write_u32
        4 (0.0%)      1 (0.0%)  <rustc_hash::FxHasher as core::hash::Hasher>::write_u8
        4 (0.0%)      1 (0.0%)  <salsa::runtime::RuntimeId as core::cmp::PartialEq>::eq
        4 (0.0%)      1 (0.0%)  <text_size::size::TextSize as core::cmp::PartialEq>::eq
        4 (0.0%)      1 (0.0%)  <text_size::size::TextSize as core::convert::From<u32>>::from
        4 (0.0%)      1 (0.0%)  <vfs::FileId as core::cmp::PartialEq>::eq
        4 (0.0%)      1 (0.0%)  <vfs::FileId as core::cmp::PartialEq>::ne
        4 (0.0%)      1 (0.0%)  alloc::string::String::shrink_to_fit
        4 (0.0%)      1 (0.0%)  core::cmp::impls::<impl core::cmp::PartialEq for u32>::eq
        4 (0.0%)      1 (0.0%)  core::cmp::impls::<impl core::cmp::PartialEq for usize>::eq
        4 (0.0%)      1 (0.0%)  core::cmp::impls::<impl core::cmp::PartialOrd for i32>::lt
        4 (0.0%)      1 (0.0%)  core::cmp::impls::<impl core::cmp::PartialOrd for usize>::lt
        4 (0.0%)      1 (0.0%)  core::hash::impls::<impl core::hash::Hash for &T>::hash
        4 (0.0%)      1 (0.0%)  core::hash::impls::<impl core::hash::Hash for isize>::hash
        4 (0.0%)      1 (0.0%)  core::hash::impls::<impl core::hash::Hash for u16>::hash
        4 (0.0%)      1 (0.0%)  core::hash::impls::<impl core::hash::Hash for u32>::hash
        4 (0.0%)      1 (0.0%)  core::hash::impls::<impl core::hash::Hash for usize>::hash
        4 (0.0%)      1 (0.0%)  core::num::<impl usize>::is_power_of_two
        4 (0.0%)      1 (0.0%)  core::num::NonZeroUsize::new_unchecked
        4 (0.0%)      1 (0.0%)  core::ptr::non_null::NonNull<T>::as_mut
        4 (0.0%)      1 (0.0%)  indexmap::set::IndexSet<T,S>::is_empty
        4 (0.0%)      1 (0.0%)  ra_hir::semantics::Semantics<DB>::expand
        4 (0.0%)      1 (0.0%)  ra_hir::semantics::Semantics<DB>::original_range
        4 (0.0%)      1 (0.0%)  ra_hir::semantics::Semantics<DB>::parse
        4 (0.0%)      1 (0.0%)  ra_ssr::matching::recording_match_fail_reasons
        4 (0.0%)      1 (0.0%)  rand::Rng::gen
        4 (0.0%)      1 (0.0%)  rowan::api::SyntaxToken<L>::text
        4 (0.0%)      1 (0.0%)  smol_str::SmolStr::len
        4 (0.0%)      1 (0.0%)  std::collections::hash::map::HashMap<K,V,S>::remove
        4 (0.0%)      1 (0.0%)  std::panicking::panicking
        4 (0.0%)      1 (0.0%)  text_size::size::TextSize::checked_sub::{{closure}}
        3 (0.0%)      1 (0.0%)  <&str as core::str::pattern::Pattern>::into_searcher
        3 (0.0%)      1 (0.0%)  <() as core::fmt::Debug>::fmt
        3 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::crate_def_map
        3 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::infer
        3 (0.0%)      1 (0.0%)  <T as core::any::Any>::type_id
        3 (0.0%)      1 (0.0%)  <alloc::rc::Rc<T> as alloc::rc::RcBoxPtr<T>>::inner
        3 (0.0%)      1 (0.0%)  <alloc::string::String as core::convert::From<&str>>::from
        3 (0.0%)      1 (0.0%)  <alloc::string::String as core::fmt::Write>::write_char
        3 (0.0%)      1 (0.0%)  <alloc::string::String as core::fmt::Write>::write_str
        3 (0.0%)      1 (0.0%)  <alloc::vec::ExtendElement<T> as alloc::vec::ExtendWith<T>>::next
        3 (0.0%)      1 (0.0%)  <chalk_ir::AdtId<I> as core::cmp::PartialEq>::eq
        3 (0.0%)      1 (0.0%)  <chalk_ir::AdtId<I> as core::hash::Hash>::hash
        3 (0.0%)      1 (0.0%)  <chalk_ir::AssocTypeId<I> as core::cmp::PartialEq>::eq
